"Previous Test ID","Source File","Application","Role","Module","Feature","Scenario","Precondition","Steps","Expected","Previous Result","Previous Defect","Previous Blocker","Previous Evidence"
"QA-0086","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Required fields","Required fields","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Required fields","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0087","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Invalid postal code","Invalid postal code","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Invalid postal code","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0088","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Long values","Long values","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Long values","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0089","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Special characters","Special characters","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Special characters","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0090","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Blank fields","Blank fields","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Blank fields","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0091","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Duplicate address","Duplicate address","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Duplicate address","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0092","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Refresh persistence","Refresh persistence","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Refresh persistence","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0093","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Checkout","Store selection","Store selection","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Store selection","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0094","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Checkout","Inventory reservation","Inventory reservation","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Inventory reservation","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0095","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Checkout","Quantity correctness","Quantity correctness","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Quantity correctness","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0096","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Checkout","Price correctness","Price correctness","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Price correctness","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0097","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Checkout","Total correctness","Total correctness","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Total correctness","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0098","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Checkout","Confirmation","Confirmation","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Confirmation","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0099","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Checkout","Failure handling","Failure handling","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Failure handling","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0100","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Checkout","Duplicate submit","Duplicate submit","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Duplicate submit","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0101","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Checkout","Network interruption","Network interruption","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Network interruption","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0102","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Checkout","Deferred payments","Deferred payments","See source evidence","Deferred payments","Behavior described by historical assertion","NOT APPLICABLE","","",""
"QA-0103","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Service request","Service type","Service type","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Service type","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0104","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Service request","Description","Description","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Description","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0105","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Service request","Address selection","Address selection","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Address selection","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0106","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Service request","Validation","Validation","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Validation","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
