"TestID","PreviousSource","Application","Role","Module","Feature","Scenario","PreviousResult","CurrentResult","Delta","ExecutionEnvironment","PreviousDefect","CurrentDefect","PreviousBlocker","CurrentBlocker","Evidence","Notes","PreviousEvidence"
"QA-0637","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Additional public screens","Plumber mobile-login all eight sizes","Plumber mobile-login all eight sizes","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Captured representative public layouts; these two variants not independently swept at every viewport",""
"QA-0646","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Performance","Warm catalog and health latency sample","Warm catalog and health latency sample","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Read-only normal-user samples; no formal load test","2026-09-13T16-07-04-118Z/checks.json"
"CTRL-017","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Mobile tab","Pointer switching works; expected tab role and selected state missing.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-02-47-798Z/plumber-05-login.json"
"CTRL-018","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Email tab","Pointer switching works; expected tab role and selected state missing.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-02-47-798Z/plumber-05-login.json"
"CTRL-019","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Mobile input","Text entry and keyboard focus exercised. Empty/invalid feedback is a separate failed assertion.","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-02-47-798Z/plumber-actions.json"
"CTRL-020","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Email input","Text entry and keyboard focus exercised. Empty/invalid feedback is a separate failed assertion.","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-02-47-798Z/plumber-actions.json"
"CTRL-021","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Password input","Text entry and keyboard focus exercised. Empty/invalid feedback is a separate failed assertion.","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-02-47-798Z/plumber-actions.json"
"CTRL-022","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Remember me","Visual on/off works; checkbox role and checked state missing. Authenticated persistence blocked.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-02-47-798Z/plumber-actions.json"
"CTRL-023","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Continue","Continue email target retired; validation/recovery/social feedback missing.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-02-47-798Z/plumber-actions.json; 2026-09-13T15-55-49-652Z/plumber-login.json"
"CTRL-024","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Forgot Password?","Continue email target retired; validation/recovery/social feedback missing.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-02-47-798Z/plumber-actions.json; 2026-09-13T15-55-49-652Z/plumber-login.json"
"CTRL-025","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Google","Continue email target retired; validation/recovery/social feedback missing.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-02-47-798Z/plumber-actions.json; 2026-09-13T15-55-49-652Z/plumber-login.json"
"CTRL-026","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Facebook","Continue email target retired; validation/recovery/social feedback missing.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-02-47-798Z/plumber-actions.json; 2026-09-13T15-55-49-652Z/plumber-login.json"
"CTRL-027","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Sign up","Exact pointer click opens form, but link absent from recorded keyboard tab loop.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-05-36-434Z/plumber-actions.json; 2026-09-13T16-02-47-798Z/plumber-login-keyboard.json"
"CTRL-033","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Registration","Create Plumber Account","Blank submission produces no visible feedback. Successful creation blocked.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-05-36-434Z/plumber-actions.json"
"CTRL-034","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Registration","Already registered? Log in","Returns to login before QA mobile/OTP test.","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-05-36-434Z/plumber-actions.json"
"CTRL-041","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","OTP","Verify & Continue","Controls attempt requests to retired backend. OTP correctness and delivery blocked.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-05-36-434Z/plumber-actions.json"
"CTRL-042","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","OTP","Resend OTP","Controls attempt requests to retired backend. OTP correctness and delivery blocked.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-05-36-434Z/plumber-actions.json"
"CTRL-043","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","OTP","Back arrow","Returns to login.","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-05-36-434Z/plumber-actions.json"
"CTRL-044","reports/full-e2e-qa/control-coverage.csv","Store","STORE","Login","Email input","Input editing/focus performed; validation outcomes separate.","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T15-55-49-652Z/store-login.json; 2026-09-13T16-08-20-388Z/results.json"
"CTRL-045","reports/full-e2e-qa/control-coverage.csv","Store","STORE","Login","Password input","Input editing/focus performed; validation outcomes separate.","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T15-55-49-652Z/store-login.json; 2026-09-13T16-08-20-388Z/results.json"
"CTRL-046","reports/full-e2e-qa/control-coverage.csv","Store","STORE","Login","Remember me","Visual on/off observed only; no session persistence claim.","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-00-43-794Z/store-actions.json"
"CTRL-047","reports/full-e2e-qa/control-coverage.csv","Store","STORE","Login","Forgot Password?","Recovery inert; authentication points to retired backend; empty form has no feedback.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-00-43-794Z/store-actions.json; 2026-09-13T15-55-49-652Z/store-login.json"
"CTRL-048","reports/full-e2e-qa/control-coverage.csv","Store","STORE","Login","Log In","Recovery inert; authentication points to retired backend; empty form has no feedback.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-00-43-794Z/store-actions.json; 2026-09-13T15-55-49-652Z/store-login.json"
"CTRL-049","reports/full-e2e-qa/control-coverage.csv","Store","STORE","Login","Register Store","Opens registration.","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-00-43-794Z/store-actions.json"
"CTRL-059","reports/full-e2e-qa/control-coverage.csv","Store","STORE","Registration","Create Store Account","Blank/partial submit shows no feedback.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-05-36-434Z/store-actions.json"
"CTRL-060","reports/full-e2e-qa/control-coverage.csv","Store","STORE","Registration","Already registered? Log in","Returns to login.","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage.","2026-09-13T16-05-36-434Z/store-actions.json"
